"Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage","accession","Code1","Annotation","Code2","Species","BiologicalProcess","GOTerms","Pathway","ProteinCode"
"CHOYP_1433Z.1.1|m.17045","Eelgrass-Bare",0.506301247638788,0.566463409520536,0.893793383878634,16,0.384679898112678,0.942060864972504,NA,0,0,"sp|Q2F637|1433Z_BOMMO","1433Z_BOMMO","14-3-3 protein zeta","14-3-3zeta","Bombyx mori (Silk moth)","0","GO:0005737","0","PF00244;"
"CHOYP_ABCD3.1.1|m.14559","Eelgrass-Bare",0.533560057107144,0.392360591120631,1.35987168227887,16,0.192725874727454,0.86344556610781,NA,0,0,"sp|P55096|ABCD3_MOUSE","ABCD3_MOUSE","ATP-binding cassette sub-family D member 3 (68 kDa peroxisomal membrane protein) (PMP68) (70 kDa peroxisomal membrane protein) (PMP70)","Abcd3 Pmp70 Pxmp1","Mus musculus (Mouse)","fatty acid beta-oxidation [GO:0006635]; fatty acid biosynthetic process [GO:0006633]; peroxisomal long-chain fatty acid import [GO:0015910]; peroxisome organization [GO:0007031]; response to drug [GO:0042493]; response to organic cyclic compound [GO:0014070]; very long-chain fatty acid catabolic process [GO:0042760]","GO:0005324; GO:0005524; GO:0005739; GO:0005743; GO:0005777; GO:0005778; GO:0005782; GO:0006633; GO:0006635; GO:0007031; GO:0014070; GO:0015910; GO:0016020; GO:0016021; GO:0016887; GO:0042493; GO:0042626; GO:0042760; GO:0042803; GO:0043231","0","PF06472;PF00005;"
"CHOYP_ABCF2.1.2|m.28360","Eelgrass-Bare",0.410333536285896,0.62203957074106,0.659658252604493,16,0.518856417446263,0.975196210915423,NA,0,0,"sp|Q99LE6|ABCF2_MOUSE","ABCF2_MOUSE","ATP-binding cassette sub-family F member 2","Abcf2","Mus musculus (Mouse)","0","GO:0005524; GO:0005739; GO:0016020; GO:0016887","0","PF00005;PF12848;"
"CHOYP_ACA1_091870.1.1|m.43726","Eelgrass-Bare",0.814334530350436,1.21794992993954,0.668610843789662,16,0.513275318054938,0.974272582048322,NA,0,0,"sp|Q6R520|CALM_OREMO","CALM_OREMO","Calmodulin (CaM)","calm","Oreochromis mossambicus (Mozambique tilapia) (Tilapia mossambica)","0","GO:0005509","0","PF13499;"
"CHOYP_ACAA2.1.1|m.30666","Eelgrass-Bare",-0.136223290966257,0.173589463989962,-0.784744003669109,16,0.44406831870698,0.954104759475036,NA,0.0333333333333333,0.0333333333333333,"sp|Q3T0R7|THIM_BOVIN","THIM_BOVIN","3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase)","ACAA2","Bos taurus (Bovine)","cellular response to hypoxia [GO:0071456]; fatty acid metabolic process [GO:0006631]; negative regulation of mitochondrial membrane permeability involved in apoptotic process [GO:1902109]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]","GO:0003988; GO:0005739; GO:0005743; GO:0006631; GO:0044822; GO:0070062; GO:0071456; GO:1901029; GO:1902109","PATHWAY: Lipid metabolism; fatty acid metabolism.","PF02803;PF00108;"
"CHOYP_ACADL.1.1|m.5508","Eelgrass-Bare",0.00257283614645871,0.124274007345044,0.0207029305759432,16,0.983738617262526,0.99983025867803,NA,0.00555555555555554,0.00555555555555556,"sp|P51174|ACADL_MOUSE","ACADL_MOUSE","Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)","Acadl","Mus musculus (Mouse)","carnitine catabolic process [GO:0042413]; carnitine metabolic process, CoA-linked [GO:0019254]; cellular lipid catabolic process [GO:0044242]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; fatty acid catabolic process [GO:0009062]; lipid homeostasis [GO:0055088]; long-chain fatty acid catabolic process [GO:0042758]; negative regulation of fatty acid biosynthetic process [GO:0045717]; negative regulation of fatty acid oxidation [GO:0046322]; oxidation-reduction process [GO:0055114]; regulation of cholesterol metabolic process [GO:0090181]; response to cold [GO:0009409]; temperature homeostasis [GO:0001659]","GO:0000062; GO:0001659; GO:0004466; GO:0005739; GO:0005759; GO:0009055; GO:0009062; GO:0009409; GO:0016401; GO:0019254; GO:0033539; GO:0042413; GO:0042758; GO:0044242; GO:0045717; GO:0046322; GO:0050660; GO:0052890; GO:0055088; GO:0055114; GO:0090181","PATHWAY: Lipid metabolism; mitochondrial fatty acid beta-oxidation.","PF00441;PF02770;PF02771;"
"CHOYP_ACDOPBH.8.9|m.52946","Eelgrass-Bare",0.330228576562013,1.62166369842485,0.203635671738086,16,0.841205606966527,0.994769849747695,NA,0,0,"sp|Q7Z0T3|TEMPT_APLCA","TEMPT_APLCA","Temptin","0","Aplysia californica (California sea hare)","0","GO:0005576","0","0"
"CHOYP_ACL6B.1.1|m.62588","Eelgrass-Bare",0.0926146694277975,0.532373680062416,0.173965530033226,16,0.86407460150169,0.994769849747695,NA,0,0,"sp|O94805|ACL6B_HUMAN","ACL6B_HUMAN","Actin-like protein 6B (53 kDa BRG1-associated factor B) (Actin-related protein Baf53b) (ArpNalpha) (BRG1-associated factor 53B) (BAF53B)","ACTL6B ACTL6 BAF53B","Homo sapiens (Human)","chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; covalent chromatin modification [GO:0016569]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; spinal cord development [GO:0021510]; transcription, DNA-templated [GO:0006351]","GO:0003713; GO:0005200; GO:0005634; GO:0005730; GO:0006325; GO:0006338; GO:0006351; GO:0006357; GO:0016514; GO:0016569; GO:0021510; GO:0071565","0","PF00022;"
"CHOYP_ACLY.1.1|m.65081","Eelgrass-Bare",0.0628798708634736,0.412287656139087,0.152514560955618,16,0.880687830269727,0.994769849747695,NA,0.00416666666666665,0.00416666666666667,"sp|Q91V92|ACLY_MOUSE","ACLY_MOUSE","ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)","Acly","Mus musculus (Mouse)","acetyl-CoA biosynthetic process [GO:0006085]; citrate metabolic process [GO:0006101]; lipid biosynthetic process [GO:0008610]; oxaloacetate metabolic process [GO:0006107]","GO:0003878; GO:0005524; GO:0005654; GO:0005737; GO:0005739; GO:0005886; GO:0006085; GO:0006101; GO:0006107; GO:0008610; GO:0016020; GO:0046872; GO:0048037; GO:0070062","0","PF16114;PF00285;PF02629;PF00549;"
"CHOYP_ACO13.1.1|m.30659","Eelgrass-Bare",-0.166376602801828,1.08596599404509,-0.153206089061864,16,0.880151315942093,0.994769849747695,NA,0,0,"sp|Q5R833|ACO13_PONAB","ACO13_PONAB","Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Thioesterase superfamily member 2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]","ACOT13 THEM2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","0","GO:0005634; GO:0005739; GO:0005819; GO:0005829; GO:0016787","0","PF03061;"
"CHOYP_ACON.1.1|m.61060","Eelgrass-Bare",0.39378946598244,0.398278760720661,0.988728259749282,16,0.337513560798569,0.916975763192325,NA,0.00454545454545452,0.00454545454545455,"sp|Q99798|ACON_HUMAN","ACON_HUMAN","Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)","ACO2","Homo sapiens (Human)","citrate metabolic process [GO:0006101]; generation of precursor metabolites and energy [GO:0006091]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]","GO:0003994; GO:0005506; GO:0005634; GO:0005739; GO:0005759; GO:0006091; GO:0006099; GO:0006101; GO:0006102; GO:0043209; GO:0051538; GO:0051539","PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; isocitrate from oxaloacetate: step 2/2.","PF00330;PF00694;"
"CHOYP_ACSA.1.1|m.61294","Eelgrass-Bare",0.264498810019566,0.246050957993154,1.07497573745242,16,0.298329712294528,0.898507384027088,NA,0,0,"sp|Q9VP61|ACSA_DROME","ACSA_DROME","Acetyl-coenzyme A synthetase (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acyl-activating enzyme)","AcCoAS CG9390","Drosophila melanogaster (Fruit fly)","acetyl-CoA biosynthetic process from acetate [GO:0019427]; behavioral response to ethanol [GO:0048149]","GO:0003987; GO:0005524; GO:0005737; GO:0016208; GO:0019427; GO:0048149","0","PF16177;PF00501;PF13193;"
"CHOYP_ACSF2.4.4|m.62229","Eelgrass-Bare",-0.351429056778073,0.716362183930622,-0.490574551059926,16,0.630387215800926,0.979591620635068,NA,0.05,0.05,"sp|Q8VCW8|ACSF2_MOUSE","ACSF2_MOUSE","Acyl-CoA synthetase family member 2, mitochondrial (EC 6.2.1.-)","Acsf2","Mus musculus (Mouse)","fatty acid metabolic process [GO:0006631]","GO:0005524; GO:0005739; GO:0006631; GO:0016874","0","PF00501;PF13193;"
"CHOYP_ACSL1.1.1|m.685","Eelgrass-Bare",-0.155278421742662,0.283314589421234,-0.548077746578002,16,0.591203866228081,0.979591620635068,NA,0.02,0.02,"sp|Q9JID6|ACSL1_CAVPO","ACSL1_CAVPO","Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Palmitoyl-CoA ligase)","ACSL1 FACL1 LACS1","Cavia porcellus (Guinea pig)","0","GO:0004467; GO:0005524; GO:0005741; GO:0005778; GO:0005789; GO:0102391","0","PF00501;PF13193;"
"CHOYP_ACSL1.1.1|m.686","Eelgrass-Bare",0.0923690655367077,0.828906909481987,0.111434787766979,16,0.912657532130494,0.994769849747695,NA,0.075,0.075,"sp|Q54TR1|CFAD_DICDI","CFAD_DICDI","Counting factor associated protein D","cfaD DDB_G0281605","Dictyostelium discoideum (Slime mold)","negative regulation of asexual reproduction [GO:1903665]; positive regulation of chemorepellent activity [GO:1903669]; protein localization to plasma membrane [GO:0072659]; sorocarp morphogenesis [GO:0031288]; sporulation resulting in formation of a cellular spore [GO:0030435]","GO:0005576; GO:0005615; GO:0005764; GO:0030435; GO:0031288; GO:0031410; GO:0072659; GO:1903665; GO:1903669","0","PF08246;PF00112;"
"CHOYP_ACSL4.1.1|m.24576","Eelgrass-Bare",0.0356575739972414,0.554764524352335,0.0642751517661843,16,0.949547334784281,0.996533609636739,NA,0.01,0.01,"sp|Q9QUJ7|ACSL4_MOUSE","ACSL4_MOUSE","Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4) (mACS4)","Acsl4 Acs4 Facl4","Mus musculus (Mouse)","dendritic spine development [GO:0060996]; embryonic process involved in female pregnancy [GO:0060136]; fatty acid transport [GO:0015908]; lipid biosynthetic process [GO:0008610]; lipid metabolic process [GO:0006629]; negative regulation of prostaglandin secretion [GO:0032307]; neuron differentiation [GO:0030182]; positive regulation of cell growth [GO:0030307]; regulation of fatty acid metabolic process [GO:0019217]; response to interleukin-15 [GO:0070672]; response to nutrient [GO:0007584]; triglyceride metabolic process [GO:0006641]","GO:0004467; GO:0005524; GO:0005737; GO:0005739; GO:0005741; GO:0005778; GO:0005789; GO:0005811; GO:0006629; GO:0006641; GO:0007584; GO:0008610; GO:0015908; GO:0016020; GO:0016021; GO:0019217; GO:0030182; GO:0030307; GO:0031957; GO:0032307; GO:0043025; GO:0044233; GO:0047676; GO:0060136; GO:0060996; GO:0070062; GO:0070672; GO:0102391","0","PF00501;"
"CHOYP_ACSM3.1.1|m.23686","Eelgrass-Bare",-0.738183680869463,0.558223555685826,-1.32238002741131,16,0.204634233343998,0.86344556610781,NA,0.025,0.025,"sp|Q3UNX5|ACSM3_MOUSE","ACSM3_MOUSE","Acyl-coenzyme A synthetase ACSM3, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 3) (Butyrate--CoA ligase 3) (Butyryl-coenzyme A synthetase 3) (Middle-chain acyl-CoA synthetase 3) (Protein SA homolog)","Acsm3 Sa Sah","Mus musculus (Mouse)","fatty acid biosynthetic process [GO:0006633]","GO:0005524; GO:0005739; GO:0005759; GO:0006633; GO:0015645; GO:0046872; GO:0047760","0","PF00501;PF13193;"
"CHOYP_ACSS3.1.1|m.64144","Eelgrass-Bare",0.258974883126473,0.611121174015251,0.423770103439437,16,0.677375600430174,0.987321701910555,NA,0,0,"sp|Q5REB8|ACSS3_PONAB","ACSS3_PONAB","Acyl-CoA synthetase short-chain family member 3, mitochondrial (EC 6.2.1.1)","ACSS3","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","metabolic process [GO:0008152]","GO:0003987; GO:0005524; GO:0005739; GO:0008152","0","PF16177;PF00501;PF13193;"
"CHOYP_ACT.16.27|m.44915","Eelgrass-Bare",-0.167794001692518,1.16759407213142,-0.143709192858622,16,0.887524535084618,0.994769849747695,NA,0,0,"sp|O17320|ACT_CRAGI","ACT_CRAGI","Actin","0","Crassostrea gigas (Pacific oyster) (Crassostrea angulata)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACT.23.27|m.58454","Eelgrass-Bare",-0.180148890611184,1.00393747235584,-0.179442341352641,16,0.859843155336792,0.994769849747695,NA,0,0,"sp|O17320|ACT_CRAGI","ACT_CRAGI","Actin","0","Crassostrea gigas (Pacific oyster) (Crassostrea angulata)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACT.25.27|m.63942","Eelgrass-Bare",-0.223088762619744,0.609627858811429,-0.365942532637358,16,0.719201371277346,0.98810540699643,NA,0,0,"sp|Q93131|ACTC_BRAFL","ACTC_BRAFL","Actin, cytoplasmic (BfCA1) [Cleaved into: Actin, cytoplasmic, N-terminally processed]","0","Branchiostoma floridae (Florida lancelet) (Amphioxus)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACT.4.27|m.14034","Eelgrass-Bare",2.16820462826814,0.729408559773451,2.97255166424365,15,0.00948823809927468,0.758547701036802,NA,0.05,0,"sp|Q93129|ACTC_BRABE","ACTC_BRABE","Actin, cytoplasmic (BbCA1) [Cleaved into: Actin, cytoplasmic, N-terminally processed]","0","Branchiostoma belcheri (Amphioxus)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACT.7.27|m.15795","Eelgrass-Bare",-0.225755062144617,0.458126677853766,-0.492778685585907,16,0.628863028135748,0.979591620635068,NA,0,0,"sp|Q11212|ACT_SPOLI","ACT_SPOLI","Actin (Fragment)","0","Spodoptera littoralis (Egyptian cotton leafworm)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACT1.3.7|m.25836","Eelgrass-Bare",1.02291495479132,0.926241083547083,1.104372255735,14,0.288051573611898,0.890993706905979,NA,0.1,0,"sp|P53470|ACT1_SCHMA","ACT1_SCHMA","Actin-1","0","Schistosoma mansoni (Blood fluke)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACT1.4.7|m.29125","Eelgrass-Bare",-0.0454985396012148,0.13239701761333,-0.343652299888619,16,0.735582190348383,0.989127694396507,NA,0,0,"sp|P02578|ACT1_ACACA","ACT1_ACACA","Actin-1","0","Acanthamoeba castellanii (Amoeba)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACT3.2.3|m.23311","Eelgrass-Bare",-1.11174961035058,1.06612360996461,-1.04279616355882,12,0.317596196874967,0.906777908808755,NA,0.2,0,"sp|Q11212|ACT_SPOLI","ACT_SPOLI","Actin (Fragment)","0","Spodoptera littoralis (Egyptian cotton leafworm)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACT3A.1.1|m.25941","Eelgrass-Bare",1.61865414940991,1.28048143841106,1.264098096899,12,0.23019773777938,0.870178028947756,NA,0.2,0,"sp|O17320|ACT_CRAGI","ACT_CRAGI","Actin","0","Crassostrea gigas (Pacific oyster) (Crassostrea angulata)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACTC.2.6|m.15315","Eelgrass-Bare",0.805749136266569,0.983286345589553,0.819445057770494,12,0.428507991909766,0.942060864972504,NA,0.2,0,"sp|Q93129|ACTC_BRABE","ACTC_BRABE","Actin, cytoplasmic (BbCA1) [Cleaved into: Actin, cytoplasmic, N-terminally processed]","0","Branchiostoma belcheri (Amphioxus)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACTC.5.6|m.58242","Eelgrass-Bare",0.29947397673202,1.03758002857996,0.288627352573355,16,0.776572374972201,0.994769849747695,NA,0.0125,0.0125,"sp|Q964D9|ACTC_PLATR","ACTC_PLATR","Actin, cytoplasmic","0","Planorbella trivolvis (Marsh rams-horn) (Helisoma trivolvis)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_ACTN.1.2|m.15252","Eelgrass-Bare",-0.17750127698057,0.119751572716583,-1.48224589417847,16,0.157702151882394,0.854358147564395,NA,0,0,"sp|P18091|ACTN_DROME","ACTN_DROME","Alpha-actinin, sarcomeric (F-actin cross-linking protein)","Actn fliA l(1)2Cb CG4376","Drosophila melanogaster (Fruit fly)","actin cytoskeleton reorganization [GO:0031532]; cytoskeletal anchoring at plasma membrane [GO:0007016]; flight behavior [GO:0007629]; sarcomere organization [GO:0045214]","GO:0003779; GO:0005509; GO:0005925; GO:0007016; GO:0007629; GO:0030018; GO:0031532; GO:0045214","0","PF00307;PF13405;PF08726;PF00435;"
"CHOYP_ACTZ.1.1|m.12877","Eelgrass-Bare",0.0499374338457358,0.267664882298681,0.186566999065689,16,0.854345179694463,0.994769849747695,NA,0,0,"sp|P85515|ACTZ_RAT","ACTZ_RAT","Alpha-centractin (Centractin)","Actr1a Ctrn1","Rattus norvegicus (Rat)","0","GO:0005524; GO:0005737; GO:0005813; GO:0005869; GO:0043209; GO:0070062; GO:1990752","0","PF00022;"
"CHOYP_ADA.1.1|m.5625","Eelgrass-Bare",0.924503714506272,0.777210699435703,1.1895149091199,16,0.251590291994123,0.872936622060819,NA,0,0,"sp|Q6DG22|ADA_DANRE","ADA_DANRE","Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase)","ada","Danio rerio (Zebrafish) (Brachydanio rerio)","adenosine catabolic process [GO:0006154]; hypoxanthine salvage [GO:0043103]; inosine biosynthetic process [GO:0046103]; negative regulation of adenosine receptor signaling pathway [GO:0060169]; nucleotide metabolic process [GO:0009117]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]; T cell activation [GO:0042110]","GO:0004000; GO:0005829; GO:0006154; GO:0008270; GO:0009117; GO:0009168; GO:0009897; GO:0030054; GO:0042110; GO:0043103; GO:0046103; GO:0060169; GO:0060205","0","PF00962;"
"CHOYP_ADHX.1.1|m.60159","Eelgrass-Bare",0.393102852366837,0.37835612943215,1.03897577384783,16,0.314263111414226,0.906653463051935,NA,0,0,"sp|P81431|ADHX_OCTVU","ADHX_OCTVU","Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)","0","Octopus vulgaris (Common octopus)","ethanol oxidation [GO:0006069]","GO:0004022; GO:0005737; GO:0006069; GO:0008270; GO:0051903","0","PF08240;PF00107;"
"CHOYP_AFG32.1.1|m.59372","Eelgrass-Bare",0.230254600311577,0.630899682689108,0.364962301661262,16,0.719918836957159,0.98810540699643,NA,0,0,"sp|Q9Y4W6|AFG32_HUMAN","AFG32_HUMAN","AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)","AFG3L2","Homo sapiens (Human)","axonogenesis [GO:0007409]; cristae formation [GO:0042407]; mitochondrial fusion [GO:0008053]; mitochondrial protein processing [GO:0034982]; muscle fiber development [GO:0048747]; myelination [GO:0042552]; nerve development [GO:0021675]; neuromuscular junction development [GO:0007528]; protein complex assembly [GO:0006461]; protein import into mitochondrial intermembrane space [GO:0045041]; regulation of multicellular organism growth [GO:0040014]; righting reflex [GO:0060013]","GO:0004176; GO:0004222; GO:0005524; GO:0005739; GO:0005743; GO:0006461; GO:0007409; GO:0007528; GO:0008053; GO:0008237; GO:0008270; GO:0016021; GO:0021675; GO:0034982; GO:0040014; GO:0042407; GO:0042552; GO:0045041; GO:0048747; GO:0051082; GO:0060013","0","PF00004;PF06480;PF01434;"
"CHOYP_AGAP_AGAP002739.3.5|m.47030","Eelgrass-Bare",1.65548681827835,0.514845714226252,3.21550082390477,16,0.00539890169191581,0.673454302352455,NA,0.025,0.025,"sp|A2RUV0|NOTC1_XENTR","NOTC1_XENTR","Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]","notch1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; cilium morphogenesis [GO:0060271]; Notch signaling involved in heart development [GO:0061314]; regulation of developmental process [GO:0050793]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0001525; GO:0004872; GO:0005509; GO:0005634; GO:0005886; GO:0006351; GO:0006355; GO:0016021; GO:0030154; GO:0050793; GO:0060271; GO:0061314","0","PF12796;PF11936;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;"
